Scientific Name,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,Common Name,Id,Symbol,RankId,AcceptedId,HasSynonyms,HasSubordinateTaxa,HasWildlife,HasWetlandData,HasImages,HasRelatedLinks,HasLegalStatuses,HasNoxiousStatuses,HasDocumentation,HasDistributionData,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,HasCharacteristics,PlantLocationId,HasEthnobotany,HasPollinator,ScientificSort,Active Growth Period,Coppice Potential,Fall Conspicuous,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height at 20 Years, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Vegetative Spread Rate,Nursery Stock Product
Magnolia champaca,,,,,,FACU,,,,,Joy Perfume Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia fraseri,,,,FACU,,,,FACU,,,Fraser's Magnolia,71565.0,MAFR,0.0,71565.0,False,False,False,False,False,False,False,False,False,False,3.0,mafr_003_tvp.jpg,0.0,False,False,0.0,False,False,Magnolia fraseri Walter,Spring and Summer,Yes,Yes,White,Yes,Green,Dense,Porous,Coarse,Red,No,Single Stem,Rapid,35.0,75.0,No,No,Moderate,No,Yes,Erect,,Yes,No,Yes,,Yes,Low,Medium,150.0,Low,High,6.8,4.5,80.0,40.0,28.0,,Intermediate,-13.0,Spring,Contracting Only,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,,Yes
Magnolia grandiflora,FAC,,UPL,FACU,FAC,,,,,,Southern Magnolia,71566.0,MAGR4,0.0,71566.0,False,False,False,False,False,False,False,False,False,False,16.0,magr4_001_thp.jpg,0.0,False,False,0.0,False,False,Magnolia grandiflora L.,Spring and Summer,No,Yes,White,Yes,Green,Dense,Dense,Coarse,Red,Yes,Single Stem,Moderate,40.0,100.0,No,Yes,Long,No,Yes,Rounded,,No,Yes,Yes,,Yes,Low,Low,220.0,,High,6.5,4.5,60.0,35.0,42.0,Medium,Tolerant,7.0,Mid Spring,Routinely Available,Medium,Summer,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,High,,Yes
Magnolia portoricensis,,,FACU,,,,,,,,Puerto Rico Magnolia,71569.0,MAPO2,0.0,71569.0,False,False,False,False,False,False,False,False,False,False,1.0,mapo2_001_thp.jpg,0.0,False,False,0.0,False,False,Magnolia portoricensis Bello,Year Round,No,No,White,Yes,Dark Green,Dense,Dense,Coarse,Red,Yes,,Slow,40.0,77.0,No,Yes,,No,No,,,Yes,Yes,Yes,,No,,Medium,365.0,Low,,7.5,5.0,88.0,43.0,36.0,,Tolerant,40.0,Indeterminate,,,Year Round,Year Round,Yes,No,No,No,No,No,Yes,No,No,No,,,,No
Magnolia splendens,,,FACW,,,,,,,,Laurel Magnolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia tripetala,FACU,,,FACU,FAC,,FACU,FACU,,,Umbrella Magnolia,71577.0,MATR,0.0,71577.0,False,False,False,False,False,False,False,False,False,False,11.0,matr_002_thp.jpg,0.0,False,False,0.0,False,False,Magnolia tripetala (L.) L.,Spring,Yes,No,White,Yes,Green,Porous,Porous,Coarse,Red,Yes,Single Stem,Moderate,30.0,30.0,No,No,Short,No,Yes,Erect,,No,Yes,Yes,,No,Low,High,160.0,Low,Medium,7.5,5.0,60.0,40.0,12.0,,Tolerant,-3.0,Spring,Contracting Only,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,,No
Magnolia virginiana,FACW,,,FACW,OBL,,,FACW,,,Sweet-Bay,71581.0,MAVI2,0.0,71581.0,False,False,False,False,False,False,False,False,False,False,14.0,mavi2_002_thp.jpg,0.0,False,False,0.0,False,False,Magnolia virginiana L.,Spring and Summer,Yes,No,White,Yes,Dark Green,Moderate,Moderate,Medium,Black,Yes,Single Stem,Moderate,40.0,60.0,No,Yes,Moderate,No,Yes,Climbing,,Yes,Yes,Yes,Low,Yes,,Medium,180.0,Medium,High,6.9,5.0,80.0,40.0,30.0,,Intermediate,17.0,Summer,Routinely Available,Medium,Summer,Winter,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,,Yes
Mahonia aquifolium,UPL,UPL,,UPL,UPL,,UPL,UPL,FACU,,Holly-Leaf Oregon-Grape,72329.0,MAAQ2,0.0,72329.0,False,False,False,False,False,False,False,False,False,False,12.0,maaq2_001_thp.jpg,0.0,False,False,0.0,False,False,Mahonia aquifolium (Pursh) Nutt.,Spring and Summer,No,Yes,Yellow,Yes,Green,Moderate,Moderate,Coarse,Blue,Yes,Rhizomatous,Moderate,8.0,8.0,No,Yes,Long,No,Yes,Semi-Erect,,Yes,No,Yes,,Yes,High,Low,170.0,Low,Low,8.0,5.0,45.0,20.0,20.0,,Tolerant,-43.0,Late Spring,Routinely Available,Low,Summer,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,,Yes
Mahonia nervosa,FACU,FACU,,FACU,,,,,FACU,,Cascade Oregon-Grape,72351.0,MANE2,0.0,72351.0,False,False,False,False,False,False,False,False,False,False,5.0,bene2_001_thp.jpg,0.0,False,False,0.0,False,False,Mahonia nervosa (Pursh) Nutt.,Spring and Summer,No,Yes,Yellow,Yes,Dark Green,Dense,Dense,Coarse,Blue,Yes,Rhizomatous,Slow,2.0,2.0,No,Yes,Long,No,Yes,Erect,,Yes,No,Yes,,Yes,High,Low,180.0,Low,Low,7.5,5.0,60.0,30.0,16.0,,Tolerant,-18.0,Mid Spring,Contracting Only,Medium,Spring,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,Moderate,Yes
Maianthemum canadense,FAC,,,FAC,FACU,,FAC,FACU,FACU,,False Lily-of-the-Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maianthemum dilatatum,,FAC,,,,,,,FAC,FAC,Two-Leaf False Solomon's-Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maianthemum racemosum,FACU,FAC,,FACU,FAC,,FACU,FACU,FAC,FAC,Feathery False Solomon's-Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maianthemum stellatum,FACU,FACU,,FACW,FACU,,FAC,FAC,FAC,FAC,Starry False Solomon's-Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maianthemum trifolium,,,,OBL,OBL,,OBL,OBL,,,Three-Leaf False Solomon's-Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachra alceifolia,,,FAC,,,FAC,,,,,Yellow Leafbract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachra capitata,UPL,,FACU,,FACU,FACU,,,,,Malva-de-Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachra fasciata,UPL,,FACU,,,FACW,,,,,Roadside Leafbract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malacothamnus abbottii,,FACW,,,,,,,,,Monterey Bush-Mallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malacothamnus davidsonii,,FACU,,,,,,,FACU,,Sand Bush-Mallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaxis monophyllos,,FACW,,FACW,FACW,,FACW,FACW,FACW,FACW,White Adder's-Mouth Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaxis spicata,OBL,,FACW,,,,,,,,Florida Adder's-Mouth Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaxis unifolia,FAC,,,FAC,FAC,,FAC,FAC,,,Green Adder's-Mouth Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malephora crocea,,FACU,,,,,,,,,Coppery-Mesemb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malus fusca,,FAC,,,,,,,FACW,FACW,Oregon Crabapple,90072.0,MAFU,0.0,90072.0,False,False,False,False,False,False,False,False,False,False,3.0,mafu_002_thp.jpg,0.0,False,False,0.0,False,False,Malus fusca (Raf.) C.K. Schneid.,Spring,No,Yes,White,Yes,Green,Moderate,Porous,Coarse,Yellow,Yes,Thicket Forming,Slow,40.0,15.0,No,No,Moderate,No,No,Erect,,Yes,No,Yes,Low,No,Low,,207.0,,,8.0,6.0,120.0,33.0,24.0,Low,Intermediate,27.0,Mid Spring,,Medium,Summer,Fall,No,Yes,No,No,No,No,No,No,No,No,Moderate,,,No
Malvastrum coromandelianum,FACU,FAC,FACU,FACU,FAC,FACU,,FACU,,,Three-Lobe False Mallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvaviscus arboreus,FAC,FACU,UPL,UPL,UPL,UPL,,,,,Wax-Mallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvaviscus penduliflorus,FAC,,UPL,,FAC,FACU,,,,,Mazapan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvella leprosa,,FACU,,,FAC,,,,FACU,,Alkali-Mallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammea americana,,,FAC,,,,,,,,Mammee-Apple,68560.0,MAAM2,0.0,68560.0,False,False,False,False,False,False,False,False,False,False,1.0,maam2_001_thp.jpg,0.0,False,False,0.0,False,False,Mammea americana L.,Spring,Yes,No,White,Yes,Green,Dense,Dense,Coarse,Brown,Yes,,Rapid,50.0,55.0,No,Yes,Short,No,Yes,Oval,Slight,Yes,Yes,Yes,,No,High,Medium,365.0,Low,,8.5,4.0,100.0,50.0,36.0,Medium,Intolerant,40.0,Spring,Routinely Available,,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,,,,Yes
Mangifera indica,UPL,,UPL,,,FACU,,,,,Mango,92916.0,MAIN3,0.0,92916.0,False,False,False,False,False,False,False,False,False,False,5.0,main3_001_thp.jpg,0.0,False,False,0.0,False,False,Mangifera indica L.,Year Round,No,No,Yellow,Yes,Green,Dense,Dense,Medium,Orange,Yes,Single Stem,Moderate,65.0,65.0,No,Yes,Long,No,Yes,Rounded,Slight,Yes,Yes,Yes,Medium,No,Medium,Low,365.0,High,Medium,7.0,4.0,100.0,60.0,60.0,Low,Intolerant,17.0,Late Winter,Routinely Available,High,Summer,Summer,No,No,No,Yes,No,No,Yes,No,No,No,Moderate,,Slow,No
Manilkara bidentata,,,FAC,,,,,,,,Bulletwood,64570.0,MABI5,0.0,64570.0,False,False,False,False,False,False,False,False,False,False,0.0,,0.0,False,False,0.0,False,False,Manilkara bidentata (A. DC.) A. Chev,"Spring, Summer, Fall",No,No,White,Yes,Green,Dense,Porous,Medium,Black,No,Single Stem,Slow,60.0,100.0,No,No,Long,No,No,Erect,,No,Yes,Yes,,No,Low,Medium,365.0,,Medium,5.8,4.6,71.0,55.0,32.0,,Tolerant,52.0,Summer,No Known Source,Medium,Fall,Winter,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,,Yes
Manilkara jaimiqui,FAC,,UPL,,,,,,,,Wild Dilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maoutia australis,,,,,,FAC,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marattia douglasii,,,,,,FACU,,,,,Hawaii Potato Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcgravia rectiflora,,,FACU,,,,,,,,Bejuco-de-Lira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcgravia sintenisii,,,OBL,,,,,,,,Shingleplant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margaritaria nobilis,,,FACU,,,,,,,,Bastard Hogberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlierea sintenisii,,,OBL,,,,,,,,Beruquillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrubium vulgare,FACU,FACU,,UPL,FACU,UPL,FAC,FACU,FACU,FAC,White Horehound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia caespitosa,FACU,,,FACU,FAC,,UPL,,,,Puffballs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia graminifolia,OBL,,,OBL,OBL,,,,,,Grass-Leaf Barbara's-Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia grandiflora,,,,FAC,,,,,,,Monongahela Barbara's-Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia mohrii,FACW,,,FACW,,,,,,,Mohr's Barbara's-Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia ramosa,FACU,,,FACU,,,,,,,Southern Barbara's-Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshallia trinervia,FACU,,,FACU,,,,,,,Broad-Leaf Barbara's-Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea ancylopoda,,,OBL,,,,,,,,Blunt-Spine Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea crenata,,,,,,OBL,,,,,False Pepperwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea drummondii,,OBL,,,,,,,,,Drummond's Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea hirsuta,FACW,,,,,,,,,,Bristly Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea macropoda,OBL,,,,OBL,,,,,,Big-Foot Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea minuta,OBL,,,OBL,,,,,,,Dwarf Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea mollis,,OBL,,,,,,,OBL,,Chihuahuan Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea mutica,OBL,,,OBL,OBL,,OBL,,,,Australian Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea oligospora,OBL,OBL,,,,,,,OBL,,Pacific Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea polycarpa,,,OBL,,,,,,,,Guayanan Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea quadrifolia,OBL,,,OBL,,,OBL,OBL,,,European Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea vestita,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Hairy Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsilea villosa,,,,,,OBL,,,,,Villous Water-Clover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matelea sintenisii,,,FACU,,,,,,,,Sintenis' Milkvine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matricaria discoidea,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,FACU,Pineapple-Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matricaria occidentalis,,FACW,,,,,,,FACW,,Valley Mayweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteuccia struthiopteris,FACW,,,FACW,FACW,,FACW,FAC,FACW,FACW,Ostrich Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayaca fluviatilis,OBL,,,OBL,OBL,,,,,,Stream Bog-Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maytenus phyllanthoides,FAC,,,,FAC,,,,,,Florida Mayten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazus pumilus,FACU,FACU,,FACU,FAC,UPL,UPL,UPL,FAC,,Japanese Mazus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecardonia acuminata,FACW,,,OBL,FACW,,OBL,,,,Axil-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecardonia procumbens,OBL,FACW,FACW,,FACW,FACW,,,,,Baby-Jump-Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecodium recurvum,,,,,,FACW,,,,,Ohi'a ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meconella oregana,,FAC,,,,,,,FAC,,White Fairy-Poppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecranium latifolium,,,FACW,,,,,,,,Camasey-Almendre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medeola virginiana,FACU,,,FAC,,,FACU,FACU,,,Indian Cucumber-Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicago lupulina,UPL,FAC,,FACU,FACU,UPL,FACU,FACU,FACU,FAC,Black Medick,81176.0,MELU,0.0,81176.0,False,False,False,False,False,False,False,False,False,False,9.0,melu_002_thp.jpg,0.0,False,False,0.0,False,False,Medicago lupulina L.,"Fall, Winter and Spring",No,No,Yellow,No,Dark Green,Porous,Porous,Fine,Brown,Yes,Single Crown,Moderate,,2.0,No,No,Short,No,No,Decumbent,,No,Yes,Yes,,Yes,,Medium,110.0,,Medium,8.0,5.5,60.0,13.0,12.0,Low,Intolerant,23.0,Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,Medium,,No
Medicago polymorpha,FACU,FACU,,FACU,FACU,UPL,FACU,FACU,FACU,FACU,Toothed Medick,81198.0,MEPO3,0.0,81198.0,False,False,False,False,False,False,False,False,False,False,9.0,mepo3_001_thp.jpg,0.0,False,False,0.0,False,False,Medicago polymorpha L.,"Fall, Winter and Spring",No,No,Yellow,No,Dark Green,Porous,Porous,Fine,Brown,Yes,Single Crown,Moderate,,1.3,No,No,Short,No,No,Prostrate,,No,Yes,Yes,,Yes,,Medium,100.0,,Medium,8.2,5.9,75.0,12.0,12.0,,Intolerant,32.0,Winter,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Moderate,Medium,,No
Medicago sativa,UPL,UPL,UPL,UPL,UPL,UPL,FACU,UPL,UPL,UPL,Alfalfa,81217.0,MESA,0.0,81217.0,False,False,False,False,False,False,False,False,False,False,4.0,mesa_002_thp.jpg,0.0,False,False,0.0,False,False,Medicago sativa L.,"Spring, Summer, Fall",No,No,Purple,No,Green,Moderate,Porous,Fine,Brown,No,Single Crown,Rapid,,1.6,Yes,No,Long,No,No,Erect,,No,No,Yes,,No,High,High,100.0,,High,7.2,6.0,30.0,12.0,24.0,Medium,Intolerant,-33.0,Late Spring,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,High,,No
Medicago truncatula,,FACU,,,,,,,,,Barrel Medick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medinilla medinilliana,,,,,,FAC,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medinilla venosa,,,,,,FACU,,,,,Holdtight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meehania cordata,,,,FACU,,,FACU,FACU,,,Meehan's-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megalastrum subincisa,,,FACW,,,,,,,,Jag-Leaf Jungle Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megathyrsus maximus,FAC,FAC,FACU,FAC,FAC,FAC,,,FAC,,Guinea Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaleuca quinquenervia,FAC,,FACW,,,FAC,,,,,Punktree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melampodium perfoliatum,,FAC,,,,,,,,,Perfoliate Blackfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melampyrum lineare,FACU,FAC,,FACU,,,FAC,FACU,FAC,,American Cow-Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
